Person_ID,Time_In_Date,Time_In,Time_Out_Date,Time_Out,Break_Hours,Hours_In_Work,Hours_Worked,Hours_Scheduled,Status
P0000101,21/07/2023,8:05:12 am,21/07/2023,4:04:26 pm,0.5,7.99,7.49,7.5,Approved
P0000101,24/07/2023,7:49:24 am,24/07/2023,4:03:15 pm,0.5,8.23,7.73,7.5,Approved
P0000101,25/07/2023,7:56:12 am,25/07/2023,4:09:34 pm,0.5,8.22,7.72,7.5,Approved
P0000101,26/07/2023,8:08:27 am,26/07/2023,4:11:00 pm,0.5,8.04,7.54,7.5,Approved
P0000101,27/07/2023,8:06:44 am,27/07/2023,4:04:13 pm,0.5,7.96,7.46,7.5,Approved
P0000101,28/07/2023,7:52:56 am,28/07/2023,4:06:27 pm,0.5,8.23,7.73,7.5,Approved
P0000101,31/07/2023,7:50:36 am,31/07/2023,4:04:13 pm,0.5,8.23,7.73,7.5,Approved
P0000101,01/08/2023,8:09:14 am,01/08/2023,4:01:20 pm,0.5,7.87,7.37,7.5,Approved
P0000101,02/08/2023,7:57:35 am,02/08/2023,4:06:49 pm,0.5,8.15,7.65,7.5,Approved
P0000101,03/08/2023,8:02:30 am,03/08/2023,4:01:35 pm,0.5,7.98,7.48,7.5,Approved
P0000101,04/08/2023,8:07:18 am,04/08/2023,4:06:24 pm,0.5,7.99,7.49,7.5,Approved
P0000101,07/08/2023,7:56:47 am,07/08/2023,4:01:40 pm,0.5,8.08,7.58,7.5,Approved
P0000101,08/08/2023,8:00:19 am,08/08/2023,4:09:39 pm,0.5,8.16,7.66,7.5,Approved
P0000101,09/08/2023,8:05:57 am,09/08/2023,4:02:30 pm,0.5,7.94,7.44,7.5,Approved
P0000101,10/08/2023,7:59:50 am,10/08/2023,4:02:38 pm,0.5,8.05,7.55,7.5,Approved
P0000101,11/08/2023,8:01:43 am,11/08/2023,4:00:02 pm,0.5,7.97,7.47,7.5,Approved
P0000101,14/08/2023,7:51:29 am,14/08/2023,4:00:03 pm,0.5,8.14,7.64,7.5,Approved
P0000101,15/08/2023,7:52:36 am,15/08/2023,4:04:47 pm,0.5,8.2,7.7,7.5,Approved
P0000101,16/08/2023,8:07:16 am,16/08/2023,4:05:24 pm,0.5,7.97,7.47,7.5,Approved
P0000101,17/08/2023,7:50:55 am,17/08/2023,4:02:39 pm,0.5,8.2,7.7,7.5,Approved
P0000101,18/08/2023,7:49:38 am,18/08/2023,4:01:08 pm,0.5,8.19,7.69,7.5,Approved
P0000101,21/08/2023,7:59:39 am,21/08/2023,4:03:12 pm,0.5,8.06,7.56,7.5,Approved
P0000101,22/08/2023,7:53:09 am,22/08/2023,4:04:18 pm,0.5,8.19,7.69,7.5,Approved
P0000101,23/08/2023,7:54:50 am,23/08/2023,4:02:06 pm,0.5,8.12,7.62,7.5,Approved
P0000101,24/08/2023,7:52:24 am,24/08/2023,4:00:44 pm,0.5,8.14,7.64,7.5,Approved
P0000101,25/08/2023,7:55:10 am,25/08/2023,4:05:17 pm,0.5,8.17,7.67,7.5,Approved
P0000101,28/08/2023,7:59:59 am,28/08/2023,4:03:41 pm,0.5,8.06,7.56,7.5,Approved
P0000101,29/08/2023,7:54:30 am,29/08/2023,4:04:07 pm,0.5,8.16,7.66,7.5,Approved
P0000101,30/08/2023,8:06:31 am,30/08/2023,4:08:33 pm,0.5,8.03,7.53,7.5,Approved
P0000101,31/08/2023,7:50:52 am,31/08/2023,4:01:55 pm,0.5,8.18,7.68,7.5,Approved
P0000101,01/09/2023,7:57:31 am,01/09/2023,4:03:39 pm,0.5,8.1,7.6,7.5,Approved
P0000101,04/09/2023,7:52:27 am,04/09/2023,4:06:39 pm,0.5,8.24,7.74,7.5,Approved
P0000101,05/09/2023,8:09:00 am,05/09/2023,4:07:43 pm,0.5,7.98,7.48,7.5,Approved
P0000101,06/09/2023,8:07:26 am,06/09/2023,4:04:46 pm,0.5,7.96,7.46,7.5,Approved
P0000101,07/09/2023,8:06:39 am,07/09/2023,4:09:21 pm,0.5,8.05,7.55,7.5,Approved
P0000101,08/09/2023,8:03:33 am,08/09/2023,4:08:08 pm,0.5,8.08,7.58,7.5,Approved
P0000101,11/09/2023,7:52:57 am,11/09/2023,4:04:59 pm,0.5,8.2,7.7,7.5,Approved
P0000101,12/09/2023,8:09:33 am,12/09/2023,4:01:18 pm,0.5,7.86,7.36,7.5,Approved
P0000101,13/09/2023,8:05:35 am,13/09/2023,4:04:00 pm,0.5,7.97,7.47,7.5,Approved
P0000101,14/09/2023,7:52:48 am,14/09/2023,4:06:08 pm,0.5,8.22,7.72,7.5,Approved
P0000101,15/09/2023,8:05:29 am,15/09/2023,4:00:25 pm,0.5,7.92,7.42,7.5,Approved
P0000101,18/09/2023,8:06:40 am,18/09/2023,4:03:47 pm,0.5,7.95,7.45,7.5,Approved
P0000101,19/09/2023,8:00:42 am,19/09/2023,4:06:13 pm,0.5,8.09,7.59,7.5,Approved
P0000101,20/09/2023,8:05:55 am,20/09/2023,4:02:57 pm,0.5,7.95,7.45,7.5,Approved
P0000101,21/09/2023,7:58:29 am,21/09/2023,4:01:55 pm,0.5,8.06,7.56,7.5,Approved
P0000101,22/09/2023,8:04:15 am,22/09/2023,4:04:00 pm,0.5,8,7.5,7.5,Approved
P0000101,25/09/2023,7:55:52 am,25/09/2023,4:10:20 pm,0.5,8.24,7.74,7.5,Approved
P0000101,26/09/2023,7:55:06 am,26/09/2023,4:10:28 pm,0.5,8.26,7.76,7.5,Approved
P0000101,27/09/2023,7:58:09 am,27/09/2023,4:03:23 pm,0.5,8.09,7.59,7.5,Approved
P0000101,28/09/2023,8:01:58 am,28/09/2023,4:11:00 pm,0.5,8.15,7.65,7.5,Approved
P0000101,29/09/2023,7:59:34 am,29/09/2023,4:06:04 pm,0.5,8.11,7.61,7.5,Approved
P0000101,02/10/2023,8:06:16 am,02/10/2023,4:04:32 pm,0.5,7.97,7.47,7.5,Approved
P0000101,03/10/2023,7:51:08 am,03/10/2023,4:00:11 pm,0.5,8.15,7.65,7.5,Approved
P0000101,04/10/2023,7:58:51 am,04/10/2023,4:05:08 pm,0.5,8.1,7.6,7.5,Approved
P0000101,05/10/2023,8:08:49 am,05/10/2023,4:01:20 pm,0.5,7.88,7.38,7.5,Approved
P0000101,06/10/2023,7:56:27 am,06/10/2023,4:10:47 pm,0.5,8.24,7.74,7.5,Approved
P0000101,09/10/2023,8:02:18 am,09/10/2023,4:01:34 pm,0.5,7.99,7.49,7.5,Approved
P0000101,10/10/2023,7:53:21 am,10/10/2023,4:09:47 pm,0.5,8.27,7.77,7.5,Approved
P0000101,11/10/2023,7:50:02 am,11/10/2023,4:09:29 pm,0.5,8.32,7.82,7.5,Approved
P0000101,12/10/2023,8:04:46 am,12/10/2023,4:09:43 pm,0.5,8.08,7.58,7.5,Approved
P0000101,13/10/2023,8:02:40 am,13/10/2023,4:03:14 pm,0.5,8.01,7.51,7.5,Approved
P0000101,16/10/2023,8:02:45 am,16/10/2023,4:03:57 pm,0.5,8.02,7.52,7.5,Approved
P0000101,17/10/2023,7:54:24 am,17/10/2023,4:08:38 pm,0.5,8.24,7.74,7.5,Approved
P0000101,18/10/2023,8:09:38 am,18/10/2023,4:00:18 pm,0.5,7.84,7.34,7.5,Approved
P0000101,19/10/2023,7:52:52 am,19/10/2023,4:01:21 pm,0.5,8.14,7.64,7.5,Approved
P0000101,20/10/2023,8:02:19 am,20/10/2023,4:04:28 pm,0.5,8.04,7.54,7.5,Approved
P0000101,23/10/2023,8:00:47 am,23/10/2023,4:00:50 pm,0.5,8,7.5,7.5,Approved
P0000101,24/10/2023,8:04:44 am,24/10/2023,4:09:56 pm,0.5,8.09,7.59,7.5,Approved
P0000101,25/10/2023,7:50:42 am,25/10/2023,4:07:24 pm,0.5,8.28,7.78,7.5,Approved
P0000101,26/10/2023,8:03:45 am,26/10/2023,4:04:00 pm,0.5,8,7.5,7.5,Approved
P0000101,27/10/2023,7:52:45 am,27/10/2023,4:01:06 pm,0.5,8.14,7.64,7.5,Approved
P0000101,30/10/2023,8:01:52 am,30/10/2023,4:04:19 pm,0.5,8.04,7.54,7.5,Approved
P0000101,31/10/2023,8:09:20 am,31/10/2023,4:02:52 pm,0.5,7.89,7.39,7.5,Approved
P0000101,01/11/2023,7:59:10 am,01/11/2023,4:08:17 pm,0.5,8.15,7.65,7.5,Approved
P0000101,02/11/2023,8:09:31 am,02/11/2023,4:00:42 pm,0.5,7.85,7.35,7.5,Approved
P0000101,03/11/2023,7:57:06 am,03/11/2023,4:10:23 pm,0.5,8.22,7.72,7.5,Approved
P0000101,06/11/2023,8:00:21 am,06/11/2023,4:05:13 pm,0.5,8.08,7.58,7.5,Approved
P0000101,07/11/2023,7:52:32 am,07/11/2023,4:09:03 pm,0.5,8.28,7.78,7.5,Approved
P0000101,08/11/2023,7:54:41 am,08/11/2023,4:10:35 pm,0.5,8.27,7.77,7.5,Approved
P0000101,09/11/2023,7:52:32 am,09/11/2023,4:07:17 pm,0.5,8.25,7.75,7.5,Approved
P0000101,10/11/2023,8:00:00 am,10/11/2023,4:08:07 pm,0.5,8.14,7.64,7.5,Approved
P0000101,13/11/2023,8:03:44 am,13/11/2023,4:04:21 pm,0.5,8.01,7.51,7.5,Approved
P0000101,14/11/2023,7:55:13 am,14/11/2023,4:07:16 pm,0.5,8.2,7.7,7.5,Approved
P0000101,15/11/2023,8:02:40 am,15/11/2023,4:06:33 pm,0.5,8.06,7.56,7.5,Approved
P0000101,16/11/2023,7:56:17 am,16/11/2023,4:00:03 pm,0.5,8.06,7.56,7.5,Approved
P0000101,17/11/2023,8:01:27 am,17/11/2023,4:07:13 pm,0.5,8.1,7.6,7.5,Approved
P0000101,20/11/2023,7:52:15 am,20/11/2023,4:09:01 pm,0.5,8.28,7.78,7.5,Approved
P0000101,21/11/2023,7:55:30 am,21/11/2023,4:01:23 pm,0.5,8.1,7.6,7.5,Approved
P0000101,22/11/2023,7:59:22 am,22/11/2023,4:05:35 pm,0.5,8.1,7.6,7.5,Approved
P0000101,23/11/2023,7:55:09 am,23/11/2023,4:04:01 pm,0.5,8.15,7.65,7.5,Approved
P0000101,24/11/2023,7:58:36 am,24/11/2023,4:07:29 pm,0.5,8.15,7.65,7.5,Approved
P0000101,27/11/2023,8:09:44 am,27/11/2023,4:01:59 pm,0.5,7.87,7.37,7.5,Approved
P0000101,28/11/2023,7:56:28 am,28/11/2023,4:02:19 pm,0.5,8.1,7.6,7.5,Approved
P0000101,29/11/2023,7:52:58 am,29/11/2023,4:07:06 pm,0.5,8.24,7.74,7.5,Approved
P0000101,30/11/2023,8:02:07 am,30/11/2023,4:06:47 pm,0.5,8.08,7.58,7.5,Approved
P0000101,01/12/2023,8:01:08 am,01/12/2023,4:01:13 pm,0.5,8,7.5,7.5,Approved
P0000101,04/12/2023,8:07:54 am,04/12/2023,4:06:22 pm,0.5,7.97,7.47,7.5,Approved
P0000101,05/12/2023,7:56:00 am,05/12/2023,4:04:18 pm,0.5,8.14,7.64,7.5,Approved
P0000101,06/12/2023,7:51:12 am,06/12/2023,4:09:44 pm,0.5,8.31,7.81,7.5,Approved
P0000101,07/12/2023,7:57:53 am,07/12/2023,4:08:27 pm,0.5,8.18,7.68,7.5,Approved
P0000101,08/12/2023,7:54:13 am,08/12/2023,4:03:58 pm,0.5,8.16,7.66,7.5,Approved
P0000101,11/12/2023,8:03:55 am,11/12/2023,4:10:04 pm,0.5,8.1,7.6,7.5,Approved
P0000101,12/12/2023,8:03:24 am,12/12/2023,4:01:27 pm,0.5,7.97,7.47,7.5,Approved
